"SettlementType","StateCode","StateName","LGACode","LGA_AmapCode","LGAName","WardCode","Ward_AmapCode","WardName","SettlementObjectId","SettlementName","Weight","Lat","Lon","Direction","ClosestSettlement","ClosestNamedSettlement"
"BUA","BR","Borno","127","NIE BOS SHN","Shani","12701","NIE BOS SHN BAR","Bargu","BUA_12701_5795","Kirkatha","487","1331241.0","1127527.125","","",""
"BUA","BR","Borno","127","NIE BOS SHN","Shani","12704","NIE BOS SHN GOR","Gora","BUA_12704_5764","Baure","209","1327124.125","1124671.625","","",""
"BUA","BR","Borno","127","NIE BOS SHN","Shani","12707","NIE BOS SHN KUB","Kubo","BUA_12707_6900","Anguwan Gotogoto","248","1338872.125","1130076.75","","",""
"BUA","KD","Kaduna","19014","NIE KDS KRU","Kauru","KD1404","NIE KNS DKD DAW","Dawaki","BUA_KD1404_6378","Unguwan Akawu","71","884294.8125","1176975.375","","",""
"BUA","KD","Kaduna","19014","NIE KDS KRU","Kauru","KD1408","NIE KDS KRU KUW","Kauru West","BUA_KD1408_6104","Unguwar Ganye","135","904678.0625","1178813.625","","",""
"HA","KD","Kaduna","19014","NIE KDS KRU","Kauru","KD1408","NIE KDS KRU KUW","Kauru West","HA_KD1408_72235","HA_11","2.5","903241.0","1169790.125","138","",""
"BUA","KD","Kaduna","19014","NIE KDS KRU","Kauru","KD1410","NIE KDS KRU MAK","Makami","BUA_KD1410_6372","Unguwan Jarmai","255","898101.1875","1195822.375","","",""
"BUA","KD","Kaduna","19014","NIE KDS KRU","Kauru","KD1409","NIE KDS KRU KSS","Kwassam","BUA_KD1409_6545","Katandama","284","918635.0625","1157781.125","","",""
"HA","KD","Kaduna","19014","NIE KDS KRU","Kauru","KD1406","NIE KDS KRU KAM","Kamaru","HA_KD1406_79632","Unguwan Muni","10.5","954408.1875","1103443.375","296","",""
"BUA","KD","Kaduna","19019","NIE KDS SBG","Sabon Gari","KD1904","NIE KDS SBG DOG","Dogarawa","BUA_KD1904_6235","Layin Nana Quality","677","860095.9375","1247820.875","","",""
"BUA","KD","Kaduna","19019","NIE KDS SBG","Sabon Gari","KD1903","NIE KDS SBG CHI","Chikaji","BUA_KD1903_5881","Layin Talakawa","341","859694.3125","1245109.0","","",""
"BUA","KD","Kaduna","19019","NIE KDS SBG","Sabon Gari","KD1911","NIE KDS ANC ZAB","Zabi","BUA_KD1911_6067","Yantukwane","624","860698.4375","1247513.875","","",""
"BUA","KD","Kaduna","19019","NIE KDS SBG","Sabon Gari","KD1907","NIE KDS SBG JUS","Jushi","BUA_KD1907_5980","Lungun Dan Asabe Mai Chemist","820","860698.4375","1243267.125","","",""
"BUA","KD","Kaduna","19019","NIE KDS SBG","Sabon Gari","KD1905","NIE KDS SBG HAN","Hanwa","BUA_KD1905_5971","Layin Jim Harrison","2437","857635.875","1246951.0","","",""
"SSA","KD","Kaduna","19019","NIE KDS SBG","Sabon Gari","KD1905","NIE KDS SBG HAN","Hanwa","SSA_KD1905_7182","Kwarin Ayuba","3","855525.1875","1245656.625","106","",""
"HA","KD","Kaduna","19005","NIE KDS KAR","Ikara","KD0504","NIE KDS KAR KUK","Kurmin Kogi","HA_KD0504_79806","Bakwalo","35","916894.1875","1265770.0","88","",""
"BUA","KD","Kaduna","19005","NIE KDS KAR","Ikara","KD0504","NIE KDS KAR KUK","Kurmin Kogi","BUA_KD0504_6683","Kulun","120","902515.5625","1255569.0","","",""
"BUA","KD","Kaduna","19005","NIE KDS KAR","Ikara","KD0501","NIE KDS KAR AUC","Auchan","BUA_KD0501_6882","Allah Gaba","34","893679.5","1282296.5","","",""
"BUA","KD","Kaduna","19005","NIE KDS KAR","Ikara","KD0502","NIE KDS KAR IKA","Ikara","BUA_KD0502_6137","Ikara","740","914765.625","1251781.875","","",""
"BUA","KD","Kaduna","19005","NIE KDS KAR","Ikara","KD0502","NIE KDS KAR IKA","Ikara","BUA_KD0502_6452","Anguwar Gabas","54","909845.5","1252191.25","","",""
"HA","KD","Kaduna","19005","NIE KDS KAR","Ikara","KD0509","NIE KDS KAR SAU","Saulawa","HA_KD0509_21949","Jallawa","3.5","906064.8125","1270491.875","81","",""
"HA","KD","Kaduna","19021","NIE KDS MGN","Soba","KD2110","NIE KNS KRY TUR","Turawa","HA_KD2110_86292","HA_14","11.5","904268.875","1242782.0","79","",""
"BUA","KD","Kaduna","19021","NIE KDS MGN","Soba","KD2101","NIE KDS MGN DAN","Danwata","BUA_KD2101_6698","Anguwan Gardawa","143","911552.5","1224976.875","","",""
"BUA","KD","Kaduna","19021","NIE KDS MGN","Soba","KD2105","NIE KDS MGN KIN","Kinkiba","BUA_KD2105_6363","Fada","160","877111.8125","1232187.5","","",""
"BUA","KD","Kaduna","19021","NIE KDS MGN","Soba","KD2111","NIE KDS MGN SOB","Soba","BUA_KD2111_6507","Shalabari","54","901862.9375","1231676.125","","",""
"BUA","KD","Kaduna","19021","NIE KDS MGN","Soba","KD2102","NIE KDS MGN GAM","Gamagira","BUA_KD2102_7173","Unguwar Rimi Danjaba","40","874902.75","1213422.625","","",""
"SSA","KD","Kaduna","19021","NIE KDS MGN","Soba","KD2107","NIE KDS MGN MAI","Maigana","SSA_KD2107_8599","Sawaya","3","876399.875","1224640.25","335","",""
"HA","KD","Kaduna","19001","NIE KDS BNG","Birnin Gwari","KD0101","NIE KDS BNG GAY","Gayam","HA_KD0101_75453","HA_22","1.5","743857.25","1192133.375","168","",""
"SSA","KD","Kaduna","19001","NIE KDS BNG","Birnin Gwari","KD0110","","Kuyello","SSA_KD0110_8423","Unguwar Gara","3","764853.375","1250309.375","175","",""
"BUA","KD","Kaduna","19001","NIE KDS BNG","Birnin Gwari","KD0105","NIE KDS BNG MG3","Magajin Gari 3","BUA_KD0105_5998","Ung Ayuba Sabuwan Unguwa","183","767865.5","1238376.625","","",""
"HA","KD","Kaduna","19001","NIE KDS BNG","Birnin Gwari","KD0108","","Dogondawa","HA_KD0108_6512","Rugan Alhaji Bukko","2","786355.6875","1242743.875","104","",""
"BUA","KD","Kaduna","19001","NIE KDS BNG","Birnin Gwari","KD0102","NIE KDS BNG KAK","Kakangi","BUA_KD0102_6288","Unguwan Gobirawa","236","707465.125","1192287.75","","",""
"BUA","KD","Kaduna","19001","NIE KDS BNG","Birnin Gwari","KD0104","NIE KDS BNG MGG","Magajin Gari 2","BUA_KD0104_5870","Magajin Gari 2","836","727095.3125","1193820.25","","",""
"SSA","KD","Kaduna","19016","NIE KDS HKY","Kudan","KD1601","NIE KNS TFA DOK","Doka","SSA_KD1601_9436","Unguwar Malam Idi","3","868283.9375","1268136.0","207","",""
"BUA","KD","Kaduna","19016","NIE KDS HKY","Kudan","KD1608","NIE KDS HKY SBG","Sabon Garin","BUA_KD1608_6617","Anguwan Sallau","99","852859.0625","1264547.625","","",""
"BUA","KD","Kaduna","19016","NIE KDS HKY","Kudan","KD1604","NIE KDS HKY KWN","Kauran Wali North","BUA_KD1604_7471","Kauran Wali North","151","870481.0625","1267977.875","","",""
"BUA","KD","Kaduna","19016","NIE KDS HKY","Kudan","KD1603","NIE KDS HKY HUN","Hunkuyi","BUA_KD1603_6230","Hunkuyi","425","851553.75","1261732.0","","",""
"BUA","KD","Kaduna","19016","NIE KDS HKY","Kudan","KD1606","NIE KDS HKY KDA","Kudan","BUA_KD1606_7620","Kudan","381","860791.5","1267107.5","","",""
"BUA","KD","Kaduna","19016","NIE KDS HKY","Kudan","KD1607","NIE KDS HKY LKO","Likoro","BUA_KD1607_6861","Likoro","269","867518.9375","1255385.0","","",""
"BUA","KD","Kaduna","19018","NIE KDS MKR","Makarfi","KD1805","NIE KDS MKR GUB","Gubuchi","BUA_KD1805_6183","Anguwan Shuaibu","326","893073.375","1259275.0","","",""
"BUA","KD","Kaduna","19018","NIE KDS MKR","Makarfi","KD1804","NIE KDS MKR GIM","Gimi","BUA_KD1804_7713","Gimi Tasha","46","881777.1875","1270230.75","","",""
"SSA","KD","Kaduna","19018","NIE KDS MKR","Makarfi","KD1808","NIE KDS MKR MEY","Meyari","SSA_KD1808_17022","Kana Kargo Sabuwa","3","888847.4375","1262827.25","313","",""
"HA","KD","Kaduna","19018","NIE KDS MKR","Makarfi","KD1809","NIE KDS MKR NAW","Nasarawa Wandoya","HA_KD1809_76176","Rugar Hardo","4.5","882756.25","1260203.5","2","",""
"SSA","KD","Kaduna","19018","NIE KDS MKR","Makarfi","KD1801","NIE KDS MKR DAD","Dan Damisa","SSA_KD1801_9270","Anguwan Gajere","3","875635.1875","1255786.875","142","",""
"BUA","KD","Kaduna","19018","NIE KDS MKR","Makarfi","KD1803","NIE KDS MKR GAZ","Gazara","BUA_KD1803_7018","Angwan Samaila","65","884187.0625","1280217.125","","",""
"BUA","KD","Kaduna","19004","NIE KDS TRK","Igabi","KD0409","NIE KDS TRK RGS","Rigasa","BUA_KD0409_9450","Rigasa","7531","823083.8125","1177496.875","","",""
"BUA","KD","Kaduna","19004","NIE KDS TRK","Igabi","KD0409","NIE KDS TRK RGS","Rigasa","BUA_KD0409_9450","Rigasa","7531","819368.625","1180203.375","","",""
"BUA","KD","Kaduna","19004","NIE KDS TRK","Igabi","KD0409","NIE KDS TRK RGS","Rigasa","BUA_KD0409_9450","Rigasa","7531","821376.8125","1176731.0","","",""
"BUA","KD","Kaduna","19004","NIE KDS TRK","Igabi","KD0412","NIE KDS TRK ZAA","Zangon Aya","BUA_KD0412_6582","Dogon Dawa","121","851148.4375","1221183.5","","",""
"SSA","KD","Kaduna","19004","NIE KDS TRK","Igabi","KD0411","NIE KDS TRK TUR","Turunku","SSA_KD0411_18937","Hayin Mai Itu Unguwar Mallam Amadu","3","849234.75","1219496.375","137","",""
"HA","KD","Kaduna","19004","NIE KDS TRK","Igabi","KD0408","NIE KDS TRK RIC","Rigachikun","HA_KD0408_82328","Tungar Togace","1","847628.4375","1185558.25","132","",""
"BUA","KD","Kaduna","19002","NIE KDS KJM","Chikun","KD0210","NIE KDS KJM SGN","Sabon Gari Nassarawa","BUA_KD0210_6907","Sabon Gari Nassarawa","900","821728.25","1173412.125","","",""
"BUA","KD","Kaduna","19002","NIE KDS KJM","Chikun","KD0211","NIE KDS KJM SAT","Sabon Tasha","BUA_KD0211_6391","Nnpc Quarters","239","833074.625","1168919.375","","",""
"HA","KD","Kaduna","19002","NIE KDS KJM","Chikun","KD0201","NIE KDS KJM CHI","Chikun","HA_KD0201_22913","Unguwan Samari","3.5","790467.6875","1125611.625","335","",""
"BUA","KD","Kaduna","19002","NIE KDS KJM","Chikun","KD0209","NIE KDS KJM RID","Rido","BUA_KD0209_8007","Jan Ruwa","340","832723.1875","1171829.375","","",""
"BUA","KD","Kaduna","19002","NIE KDS KJM","Chikun","KD0209","NIE KDS KJM RID","Rido","BUA_KD0209_6623","Rido","174","834882.0","1164325.125","","",""
"BUA","KD","Kaduna","19002","NIE KDS KJM","Chikun","KD0203","NIE KDS KJM KAK","Kakau","BUA_KD0203_6994","Kakau","4206","825393.25","1167234.75","","",""
"BUA","KD","Kaduna","19011","NIE KDS KGK","Kagarko","KD1110","NIE KDS KGK KUS","Kushe","BUA_KD1110_5990","Kasebere","74","864854.4375","1057443.0","","",""
"BUA","KD","Kaduna","19011","NIE KDS KGK","Kagarko","KD1104","NIE KDS KGK JES","Jere South","BUA_KD1104_5949","Pankere","194","826949.5625","1069812.875","","",""
"BUA","KD","Kaduna","19011","NIE KDS KGK","Kagarko","KD1102","NIE KDS KGK IDD","Iddah","BUA_KD1102_6037","Ungwan Iddah","233","818310.625","1053392.125","","",""
"BUA","KD","Kaduna","19011","NIE KDS KGK","Kagarko","KD1102","NIE KDS KGK IDD","Iddah","BUA_KD1102_5889","Iddah","346","808420.25","1044639.75","","",""
"BUA","KD","Kaduna","19011","NIE KDS KGK","Kagarko","KD1101","NIE KDS KGK ARI","Aribi","BUA_KD1101_6317","Unguwar Waje","87","873184.8125","1065811.5","","",""
"HA","KD","Kaduna","19011","NIE KDS KGK","Kagarko","KD1106","NIE KDS KGK KGK","Kagarko South","HA_KD1106_22371","HA_22","1","839741.4375","1061467.5","335","",""
"HA","KD","Kaduna","19013","NIE KDS KRA","Kaura","KD1302","NIE KDS KRA BON","Bondong","HA_KD1302_121160","Barry Passal","34.5","955482.6875","1085480.0","128","",""
"HA","KD","Kaduna","19013","NIE KDS KRA","Kaura","KD1310","NIE KDS KRA ZKA","Zankan","HA_KD1310_82122","HA_9","19","953189.5625","1076349.75","240","",""
"BUA","KD","Kaduna","19013","NIE KDS KRA","Kaura","KD1306","NIE KDS KRA KPA","Kpak","BUA_KD1306_6594","Kpak","384","935740.375","1074772.375","","",""
"BUA","KD","Kaduna","19013","NIE KDS KRA","Kaura","KD1309","NIE KDS KRA MAN","Manchok","BUA_KD1309_6135","Ungwan Gambo Tibishi","190","947739.375","1081901.75","","",""
"BUA","KD","Kaduna","19013","NIE KDS KRA","Kaura","KD1303","NIE KBS DRD FAD","Fada","BUA_KD1303_6217","Unguwar Didam","491","934686.0625","1075027.0","","",""
"BUA","KD","Kaduna","19013","NIE KDS KRA","Kaura","KD1305","NIE SOS WMK KAU","Kaura","BUA_KD1305_6741","Unguwan Samaila Zaria","198","947187.125","1081137.875","","",""
"HA","KD","Kaduna","19003","NIE KDS GKW","Giwa","KD0307","NIE KDS GKW KID","Kidandan","HA_KD0307_22675","HA_122","3","816357.3125","1234702.375","83","",""
"SSA","KD","Kaduna","19003","NIE KDS GKW","Giwa","KD0310","NIE KDS GKW WAZ","Wazata","SSA_KD0310_7920","Unguwar Jumare","3","830186.5625","1235229.625","314","",""
"BUA","KD","Kaduna","19003","NIE KDS GKW","Giwa","KD0305","NIE KDS GKW IDA","Idasu","BUA_KD0305_5887","Kwakware B Gabas","396","805558.5625","1261312.75","","",""
"BUA","KD","Kaduna","19003","NIE KDS GKW","Giwa","KD0306","NIE KDS BNG KAK","Kakangi","BUA_KD0306_6438","Sabon Birni","100","830560.6875","1259623.5","","",""
"SSA","KD","Kaduna","19003","NIE KDS GKW","Giwa","KD0303","NIE KTS JBY GAN","Gangara","SSA_KD0303_6801","Sabo Gida Buhari","3","831662.1875","1266069.5","116","",""
"HA","KD","Kaduna","19003","NIE KDS GKW","Giwa","KD0301","NIE KDS GKW DAN","Danmahawayi","HA_KD0301_80848","Unguwar Ardo","10.5","841793.9375","1268306.25","19","",""
"HA","KD","Kaduna","19012","NIE KDS KJR","Kajuru","KD1206","NIE KDS KJR KAM","Kasuwan Magani","HA_KD1206_27511","Gurgu","7.5","860982.625","1161761.375","229","",""
"BUA","KD","Kaduna","19012","NIE KDS KJR","Kajuru","KD1206","NIE KDS KJR KAM","Kasuwan Magani","BUA_KD1206_6429","Kasuwan Magani","601","859324.5625","1164162.25","","",""
"HA","KD","Kaduna","19012","NIE KDS KJR","Kajuru","KD1207","NIE KDS KJR KUF","Kufana","HA_KD1207_28322","Unguwan Danladi","10","865513.4375","1145620.25","148","",""
"HA","KD","Kaduna","19012","NIE KDS KJR","Kajuru","KD1203","NIE KDS KJR IDO","Idon","HA_KD1203_124938","Makyali","8","880891.9375","1139624.25","64","",""
"HA","KD","Kaduna","19012","NIE KDS KJR","Kajuru","KD1205","NIE KDS KJR KAL","Kallah","HA_KD1205_24627","Unguwar Sarki Libere","3","883226.4375","1167455.75","170","",""
"BUA","KD","Kaduna","19012","NIE KDS KJR","Kajuru","KD1209","NIE KDS KJR RIM","Rimau","BUA_KD1209_6221","Rimau","155","864345.0625","1165591.5","","",""
"BUA","KD","Kaduna","19009","NIE KDS DKA","Kaduna North","KD0911","NIE KDS DKA UGS","Unguwar Sarki","BUA_KD0911_5674","Unguwar Sarki","2272","830506.8125","1180755.375","","",""
"BUA","KD","Kaduna","19009","NIE KDS DKA","Kaduna North","KD0905","NIE KDS DKA KAW","Kawo","BUA_KD0905_5521","Sabon Kawo","1195","829251.6875","1184790.0","","",""
"BUA","KD","Kaduna","19009","NIE KDS DKA","Kaduna North","KD0904","NIE KDS DKA KAB","Kabala","BUA_KD0904_5727","Kabala","2249","829402.3125","1177436.125","","",""
"BUA","KD","Kaduna","19009","NIE KDS DKA","Kaduna North","KD0901","NIE ZAS SKF BAD","Badarawa","BUA_KD0901_5737","Badarawa","2010","829854.125","1182747.125","","",""
"BUA","KD","Kaduna","19009","NIE KDS DKA","Kaduna North","KD0909","NIE KDS DKA UND","Unguwan Dosa","BUA_KD0909_5646","Unguwan Dosa","786","830054.9375","1183972.875","","",""
"BUA","KD","Kaduna","19009","NIE KDS DKA","Kaduna North","KD0910","NIE KNS TFA UNR","Unguwar Rimi","BUA_KD0910_5775","Unguwar Rimi","2518","830506.8125","1178763.875","","",""
"BUA","KD","Kaduna","19006","NIE KDS KWB","Jaba","KD0609","NIE KDS KWB SAZ","Sabzuro","BUA_KD0609_6607","Ungwar Shanono","61","890652.5","1058044.125","","",""
"BUA","KD","Kaduna","19006","NIE KDS KWB","Jaba","KD0608","NIE KDS KWB SAB","Sabchem","BUA_KD0608_6461","Sabchem","220","891907.625","1056822.625","","",""
"BUA","KD","Kaduna","19006","NIE KDS KWB","Jaba","KD0607","NIE KDS KWB NOK","Nok","BUA_KD0607_6109","Nok","265","892657.0625","1061424.125","","",""
"HA","KD","Kaduna","19006","NIE KDS KWB","Jaba","KD0602","NIE KDS KWB DAD","Daddu","HA_KD0602_22362","Joshua Yakubu","3","903349.0625","1069053.0","313","",""
"BUA","KD","Kaduna","19006","NIE KDS KWB","Jaba","KD0605","NIE BOS KGG FAI","Fai","BUA_KD0605_7779","Unguwar Haruna","127","887636.5625","1067023.75","","",""
"BUA","KD","Kaduna","19006","NIE KDS KWB","Jaba","KD0603","NIE KDS KWB DUB","Dura Bitaro","BUA_KD0603_6154","Unguwar Amadu","134","886582.25","1060864.125","","",""
"BUA","KD","Kaduna","19010","NIE KDS MKA","Kaduna South","KD1011","NIE KDS MKA TWW","Tudun Wada West","BUA_KD1011_5661","Sabon Gari West","1243","822068.6875","1175005.875","","",""
"BUA","KD","Kaduna","19010","NIE KDS MKA","Kaduna South","KD1008","NIE KDS MKA TUN","Tudun Nupawa","BUA_KD1008_5815","Tudun Nupawa","695","826285.9375","1178171.75","","",""
"BUA","KD","Kaduna","19010","NIE KDS MKA","Kaduna South","KD1002","NIE KDS MKA BAR","Barnawa","BUA_KD1002_5862","Jama'A Road","2840","826436.5625","1174444.25","","",""
"BUA","KD","Kaduna","19010","NIE KDS MKA","Kaduna South","KD1013","NIE KDS MKA UNS","Unguwan Sanusi","BUA_KD1013_5472","Unguwan Sanusi","498","823574.8125","1178631.375","","",""
"BUA","KD","Kaduna","19010","NIE KDS MKA","Kaduna South","KD1004","NIE KDS MKA KKH","Kakuri Hausa","BUA_KD1004_5599","Kakuri Hausa","610","825181.375","1171891.375","","",""
"BUA","KD","Kaduna","19010","NIE KDS MKA","Kaduna South","KD1001","NIE KDS MKA BAD","Badiko","BUA_KD1001_6188","Badiko","1553","825783.875","1181286.75","","",""
"BUA","KD","Kaduna","19017","NIE KDS SNK","Lere","KD1703","NIE KDS SNK GAM","Garu Mariri","BUA_KD1703_6706","Unguwan Nata'Ala","195","955413.4375","1138415.25","","",""
"BUA","KD","Kaduna","19017","NIE KDS SNK","Lere","KD1701","NIE KDS SNK ABA","Abadawa","BUA_KD1701_6253","Unguwan Sarki Ibrahim Bakin Kasuwa","657","968466.75","1164183.0","","",""
"BUA","KD","Kaduna","19017","NIE KDS SNK","Lere","KD1711","NIE KDS SNK SAM","Saminaka","BUA_KD1711_6685","Saminaka","1169","967408.75","1167113.25","","",""
"HA","KD","Kaduna","19017","NIE KDS SNK","Lere","KD1709","NIE KDS SNK RAM","Raminkura","HA_KD1709_13443","Rugan Wakili Tukur","1.5","942230.5625","1160625.375","229","",""
"SSA","KD","Kaduna","19017","NIE KDS SNK","Lere","KD1705","NIE KDS SNK KAY","Kayarda","SSA_KD1705_9457","Amawa Kakum","3","961198.0","1177656.875","286","",""
"BUA","KD","Kaduna","19017","NIE KDS SNK","Lere","KD1704","NIE KDS SNK GUK","Gure Kahugu","BUA_KD1704_6369","Fadama","398","933620.75","1155170.0","","",""
"HA","KD","Kaduna","19008","NIE KDS KCH","Kachia","KD0804","NIE KDS KCH BIS","Bishini","HA_KD0804_82681","HA_16","2.5","816690.625","1079768.375","76","",""
"BUA","KD","Kaduna","19008","NIE KDS KCH","Kachia","KD0808","NIE KDS KCH KAH","Kachia","BUA_KD0808_6050","Kachia","901","885423.875","1106927.25","","",""
"BUA","KD","Kaduna","19008","NIE KDS KCH","Kachia","KD0805","NIE KDS KCH DOW","Dokwa","BUA_KD0805_5922","Unguwan Sarki","375","821663.375","1124615.625","","",""
"BUA","KD","Kaduna","19008","NIE KDS KCH","Kachia","KD0810","NIE KDS KCH KUM","Kurmin Musa","BUA_KD0810_6589","Unguwar Sambo","239","892653.375","1071982.875","","",""
"HA","KD","Kaduna","19008","NIE KDS KCH","Kachia","KD0807","NIE KDS KCH GUM","Gumel","HA_KD0807_23040","Kurmin Baba","14","895337.375","1100525.25","52","",""
"BUA","KD","Kaduna","19008","NIE KDS KCH","Kachia","KD0809","NIE KDS KCH KAA","Katari","BUA_KD0809_6312","Katari","513","829445.1875","1084968.625","","",""
"BUA","KD","Kaduna","19022","NIE KDS ZKW","Zangon Kataf","KD2201","NIE KDS ZKW GIJ","Gidan Jatau","BUA_KD2201_6198","Kamrum 1","126","915496.6875","1079009.875","","",""
"BUA","KD","Kaduna","19022","NIE KDS ZKW","Zangon Kataf","KD2202","NIE BOS SHN GOR","Gora","BUA_KD2202_6117","Unguwan Tokan Kawai","217","923429.125","1109781.25","","",""
"BUA","KD","Kaduna","19022","NIE KDS ZKW","Zangon Kataf","KD2210","NIE KDS ZKW ZON","Zonkwa","BUA_KD2210_6199","Zonkwa Central","1377","923429.125","1094443.375","","",""
"HA","KD","Kaduna","19022","NIE KDS ZKW","Zangon Kataf","KD2210","NIE KDS ZKW ZON","Zonkwa","HA_KD2210_28159","Ramai","17.5","921083.0","1096203.125","351","",""
"HA","KD","Kaduna","19022","NIE KDS ZKW","Zangon Kataf","KD2203","NIE KDS ZKW IKU","Ikulu","HA_KD2203_27317","Unguwar Bijimi","8.5","907589.5","1106372.875","278","",""
"BUA","KD","Kaduna","19022","NIE KDS ZKW","Zangon Kataf","KD2206","NIE KDS ZKW UNG","Unguwar Gaya","BUA_KD2206_6168","Samaru","1062","932917.875","1092201.75","","",""
"HA","KD","Kaduna","19007","NIE KDS KAF","Jema'A","KD0711","NIE KDS KAF MIG","Maigizo","HA_KD0711_28286","Zibin","19.5","924843.875","1070957.125","95","",""
"BUA","KD","Kaduna","19007","NIE KDS KAF","Jema'A","KD0707","NIE KDS KAF KAA","Kafanchan A","BUA_KD0707_6026","Kafanchan A","541","922521.75","1071188.75","","",""
"BUA","KD","Kaduna","19007","NIE KDS KAF","Jema'A","KD0706","NIE KDS KAF JAI","Jagindi","BUA_KD0706_6125","Unguwar Kogum","145","915643.625","1034394.875","","",""
"BUA","KD","Kaduna","19007","NIE KDS KAF","Jema'A","KD0704","NIE KDS KAF GIW","Gidan Waya","BUA_KD0704_6095","Chipto","820","933265.625","1060294.625","","",""
"BUA","KD","Kaduna","19007","NIE KDS KAF","Jema'A","KD0712","NIE KDS KAF TAK","Takau","BUA_KD0712_6328","Bala Waje","576","924278.9375","1071239.75","","",""
"HA","KD","Kaduna","19007","NIE KDS KAF","Jema'A","KD0709","NIE KDS KAF KAO","Kagoma","HA_KD0709_89465","Ha Gah","16.5","906633.75","1060342.5","107","",""
"HA","KD","Kaduna","19020","NIE KDS GWT","Sanga","KD2010","NIE KDS GWT NNW","Ninzo West","HA_KD2010_80114","Godo","2","939436.625","1023772.75","203","",""
"BUA","KD","Kaduna","19020","NIE KDS GWT","Sanga","KD2006","NIE JIS RNG KAR","Karshi","BUA_KD2006_6286","Sabon Gari","550","955305.6875","1049098.125","","",""
"BUA","KD","Kaduna","19020","NIE KDS GWT","Sanga","KD2005","NIE KDS GWT GWA","Gwantu","BUA_KD2005_5993","Gwantu","627","941147.8125","1032055.0625","","",""
"HA","KD","Kaduna","19020","NIE KDS GWT","Sanga","KD2002","NIE KDS GWT ARA","Arak","HA_KD2002_89351","Rugar Doka","3","934813.0","1042993.4375","212","",""
