statename,statecode,geozone,lganame,lgacode,lgaamapcode,wardname,wardcode,settlementtype,settlementname,settlementobjectid,totalfeatures,campaign_id,campaignlabel,settlement_adjusted_pop,settlement_non_adjusted_pop,Population of visited denominators (adjusted),Population of visited denominators (unadjusted),Visited Denominators,E-Tally Coverage %,E-Tally Coverage % Rounded,E-Tally population,In E-Tally Targetted Ward
Bauchi,BA,NEZ,Bauchi,5002,NIE BAS BAU,Dan Amar B,BA0202,BUA,Karofi Madaki,BUA_BA0202_95229,1066,72,Jan 2016 IPD,18932.47743182,20125.9157429753,47.24111542,50.6198194026947,2,0.187617260787992,0-19%,6,No
Bauchi,BA,NEZ,Bauchi,5002,NIE BAS BAU,Dan Iya,BA0211,BUA,Unguwan Duhu,BUA_BA0211_90734,1048,72,Jan 2016 IPD,6829.23679929,6364.43567143663,6.18102625,5.18212774395943,1,0.0954198473282443,0-19%,0,No
Bauchi,BA,NEZ,Bauchi,5002,NIE BAS BAU,Hardo,BA0215,BUA,Hardo,BUA_BA0215_84279,219,72,Jan 2016 IPD,4609.93815847,4833.93375382572,44.14330556,45.826443195343,2,0.91324200913242,0-19%,2,No
Bauchi,BA,NEZ,Bauchi,5002,NIE BAS BAU,Makama A,BA0203,BUA,Makama A,BUA_BA0203_84281,800,72,Jan 2016 IPD,13836.73899626,15672.1009882838,12697.14291477,13397.0675799102,666,83.25,80-99%,12763,Yes
Bauchi,BA,NEZ,Bauchi,5002,NIE BAS BAU,Makama B,BA0218,BUA,Makama B,BUA_BA0218_84271,661,72,Jan 2016 IPD,11246.50841656,12619.6661978476,10337.35492703,10485.4491647482,613,92.7382753403933,80-99%,10219,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,BUA,Babu Gudu Gabas,BUA_BA1013_88275,39,72,Jan 2016 IPD,668.4858308,424.56097534299,651.2913088,406.834050133824,38,97.4358974358974,80-99%,404,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,BUA,Babu Gudu Yamma,BUA_BA1013_88279,55,72,Jan 2016 IPD,919.72035101,602.950281620026,845.46618302,522.684838145971,47,85.4545454545455,80-99%,313,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,BUA,Nasarawo,BUA_BA1013_85134,61,72,Jan 2016 IPD,925.84751315,616.959122002125,907.10009747,562.196561992168,58,95.0819672131148,80-99%,928,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,HA,Dadin Kowa,HA_BA1013_469853,16,72,Jan 2016 IPD,168.81603423,106.947579427659,109.9634263119,69.6635383201027,8,50,40-59%,119,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,HA,Garin Dan Manu Fulani,HA_BA1013_469854,46,72,Jan 2016 IPD,325.84668526,210.427475148632,257.839227557912,166.509159379641,32,69.5652173913043,60-79%,155,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,HA,HA_1,HA_BA1013_469850,2,72,Jan 2016 IPD,9.89830134,6.51948600911419,9.89830134,6.51948600911419,2,100,100%,70,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,HA,HA_10,HA_BA1013_407496,5,72,Jan 2016 IPD,28.71475078,18.6362388744164,28.71475078,18.6362388744165,4,80,80-99%,10,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,HA,HA_11,HA_BA1013_397880,2,72,Jan 2016 IPD,36.03771082,22.9235775484703,36.03771082,22.9235775484703,2,100,100%,34,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,HA,HA_2,HA_BA1013_469852,6,72,Jan 2016 IPD,91.22476484,57.8660793925956,88.3385086677261,56.0352571470671,5,83.3333333333333,80-99%,23,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,HA,HA_3,HA_BA1013_469855,7,72,Jan 2016 IPD,101.02805661,66.4416329073787,33.4385815799514,21.9910590862406,2,28.5714285714286,20-39%,18,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,HA,Rugar Jauro Adamu,HA_BA1013_469849,23,72,Jan 2016 IPD,269.50364873,171.008122431715,155.37020519114,98.587040274863,12,52.1739130434783,40-59%,97,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,SSA,Diga,SSA_BA1013_89147,1,72,Jan 2016 IPD,132.22196691,82.0688983798027,132.22196691,82.0688983798027,1,100,100%,66,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,SSA,Dolama,SSA_BA1013_86362,1,72,Jan 2016 IPD,76.91984967,59.6832056045532,76.91984967,59.6832056045532,1,100,100%,89,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,SSA,Galaba,SSA_BA1013_86332,1,72,Jan 2016 IPD,76.10578414,47.2622213363648,76.10578414,47.2622213363648,1,100,100%,54,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,SSA,Jalori Kofar Fada,SSA_BA1013_88127,1,72,Jan 2016 IPD,155.24236857,96.2237391471863,155.24236857,96.2237391471863,1,100,100%,30,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,SSA,Kofar Fada Diga,SSA_BA1013_89148,1,72,Jan 2016 IPD,105.03632213,64.9034144282342,105.03632213,64.9034144282342,1,100,100%,80,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,SSA,Kono,SSA_BA1013_86314,1,72,Jan 2016 IPD,78.11033252,48.6554331481457,78.11033252,48.6554331481457,1,100,100%,102,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,SSA,Kuwar Yamma,SSA_BA1013_88131,1,72,Jan 2016 IPD,138.93484264,94.5352236032486,138.93484264,94.5352236032486,1,100,100%,52,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,SSA,Maraku,SSA_BA1013_86331,1,72,Jan 2016 IPD,126.41032221,70.623419046402,126.41032221,70.623419046402,1,100,100%,120,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,SSA,Tsalle,SSA_BA1013_92181,1,72,Jan 2016 IPD,80.73331246,50.6606415212154,80.73331246,50.6606415212154,1,100,100%,60,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,SSA,Turmi,SSA_BA1013_92228,1,72,Jan 2016 IPD,143.65437542,89.0446229577065,143.65437542,89.0446229577065,1,100,100%,104,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,SSA,Unguwar Arewa Lutai,SSA_BA1013_86335,1,72,Jan 2016 IPD,128.89362611,90.8826541602611,128.89362611,90.8826541602611,1,100,100%,108,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,SSA,Zango Gabas,SSA_BA1013_86333,1,72,Jan 2016 IPD,52.98939076,32.1818528771401,52.98939076,32.1818528771401,1,100,100%,2,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,SSA,Zango Kudu,SSA_BA1013_88130,1,72,Jan 2016 IPD,111.39202198,69.2119215726852,111.39202198,69.2119215726852,1,100,100%,10,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Diga,BA1013,SSA,Zango Yamma,SSA_BA1013_88132,1,72,Jan 2016 IPD,138.75378635,96.2968289852142,138.75378635,96.2968289852142,1,100,100%,6,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Melendigi,BA1016,BUA,Atawari,BUA_BA1016_88282,30,72,Jan 2016 IPD,343.92149063,263.703853845596,308.57201574,235.405216827989,26,86.6666666666667,80-99%,304,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Melendigi,BA1016,BUA,Melandige,BUA_BA1016_85068,90,72,Jan 2016 IPD,1271.54113821,1018.01267591491,1156.06979534,887.66081045568,81,90,80-99%,889,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Melendigi,BA1016,BUA,Nomari Fada,BUA_BA1016_85125,45,72,Jan 2016 IPD,636.34535464,482.654502391815,489.0484169,373.133236825466,32,71.1111111111111,60-79%,536,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Melendigi,BA1016,HA,HA_6,HA_BA1016_397969,6,72,Jan 2016 IPD,38.76228188,30.4376737092389,32.8883962318255,25.8252668515104,5,83.3333333333333,80-99%,94,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Melendigi,BA1016,HA,HA_8,HA_BA1016_498354,6,72,Jan 2016 IPD,44.72624714,35.8922114518392,9.14218577000049,7.33648105466451,2,33.3333333333333,20-39%,129,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Melendigi,BA1016,HA,Rigar Gariyo,HA_BA1016_469968,23,72,Jan 2016 IPD,55.18041887,44.2343287460044,21.560134169286,17.283269721076,8,34.7826086956522,20-39%,98,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Melendigi,BA1016,HA,Rugan Macce,HA_BA1016_397966,3,72,Jan 2016 IPD,9.96622286,7.83803109696601,9.96622286,7.83803109696601,3,100,100%,21,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Melendigi,BA1016,HA,Rugan Saleh,HA_BA1016_469964,2,72,Jan 2016 IPD,15.6376929,12.4788665162341,15.6376929,12.4788665162341,2,100,100%,27,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Melendigi,BA1016,HA,Rugan Tugga,HA_BA1016_469969,12,72,Jan 2016 IPD,112.93536881,87.0669032314945,97.1632958542411,74.9075100823969,11,91.6666666666667,80-99%,106,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Melendigi,BA1016,HA,Rugar Gaga,HA_BA1016_469966,4,72,Jan 2016 IPD,14.75448587,11.7085921951802,12.7854995990299,10.146080462286,2,50,40-59%,72,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Melendigi,BA1016,HA,Rugar Simbori,HA_BA1016_469962,19,72,Jan 2016 IPD,32.75155606,25.3946043296383,9.12104145382233,7.07219035241304,3,15.7894736842105,0-19%,33,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Melendigi,BA1016,HA,Taura Bakin Labi,HA_BA1016_454040,6,72,Jan 2016 IPD,10.08053747,7.6237220512703,0,0,1,16.6666666666667,0-19%,2,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Melendigi,BA1016,HA,Taura Kudu,HA_BA1016_469965,8,72,Jan 2016 IPD,74.04087732,57.9118879415053,28.6320698924986,22.3948889203644,5,62.5,60-79%,129,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Melendigi,BA1016,SSA,Garin Malam Idi Fada,SSA_BA1016_92194,1,72,Jan 2016 IPD,79.23394953,60.4466420412064,79.23394953,60.4466420412064,1,100,100%,66,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Melendigi,BA1016,SSA,Gizire,SSA_BA1016_71202,1,72,Jan 2016 IPD,66.4749723,50.8197591602802,66.4749723,50.8197591602802,1,100,100%,129,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Melendigi,BA1016,SSA,Kubuwa Kofar Fada,SSA_BA1016_95026,1,72,Jan 2016 IPD,112.56733588,85.8597311973572,112.56733588,85.8597311973572,1,100,100%,94,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Melendigi,BA1016,SSA,Kukabuni,SSA_BA1016_71214,1,72,Jan 2016 IPD,38.5974724,29.4590969383717,38.5974724,29.4590969383717,1,100,100%,117,Yes
Bauchi,BA,NEZ,Itas/Gadau,5010,NIE BAS TSG,Melendigi,BA1016,SSA,Wasari,SSA_BA1016_71181,1,72,Jan 2016 IPD,63.54182401,48.631847679615,63.54182401,48.631847679615,1,100,100%,94,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,BUA,Gumel,BUA_BA1507_92509,107,72,Jan 2016 IPD,1089.58256415,932.161245167255,836.37342981,716.871197208762,81,75.7009345794392,60-79%,759,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,BUA,Tudun Marke,BUA_BA1507_92760,140,72,Jan 2016 IPD,1008.41347247,867.757064312696,909.76574839,802.611731871963,126,90,80-99%,1675,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,HA,Bani Kayi,HA_BA1507_490046,5,72,Jan 2016 IPD,22.87104656,21.0789583751321,19.7568891355935,18.2088144772364,4,80,80-99%,54,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,HA,Baure B,HA_BA1507_455114,19,72,Jan 2016 IPD,58.28332619,53.6238487192313,52.2830880540039,48.1033013668871,16,84.2105263157895,80-99%,145,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,HA,Famfo,HA_BA1507_483693,3,72,Jan 2016 IPD,50.85921122,46.0907933734999,50.85921122,46.0907933734999,3,100,100%,39,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,HA,Gangare,HA_BA1507_455118,5,72,Jan 2016 IPD,146.6503229,143.370834809251,146.6503229,143.370834809251,5,100,100%,236,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,HA,Guda Gari A Hayi,HA_BA1507_455127,10,72,Jan 2016 IPD,137.59074093,119.83295428567,128.694339252677,112.084743262895,7,70,60-79%,225,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,HA,HA_3,HA_BA1507_455120,2,72,Jan 2016 IPD,9.48754287,8.85078151558264,6.99126003064554,6.52203799210546,1,50,40-59%,1,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,HA,Mawashi,HA_BA1507_455119,10,72,Jan 2016 IPD,42.43105648,38.6085937564785,35.1219596144402,31.9579473898917,8,80,80-99%,54,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,HA,Unguwar Buba B,HA_BA1507_455123,20,72,Jan 2016 IPD,41.86707135,39.0840584466351,23.5070814443784,21.9445047254755,9,45,40-59%,45,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,HA,Unguwar Naji Bodori Haruna,HA_BA1507_455124,25,72,Jan 2016 IPD,103.875706,95.6434251080352,82.3168442724536,75.793130400502,18,72,60-79%,212,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,HA,Unguwar Tsamiya,HA_BA1507_488416,2,72,Jan 2016 IPD,13.25345668,12.1338931997234,13.25345668,12.1338931997234,2,100,100%,16,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,HA,Unguwar Tudu,HA_BA1507_490045,33,72,Jan 2016 IPD,191.34530847,172.694883571026,157.524995648379,142.171036230493,17,51.5151515151515,40-59%,421,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,HA,Yalwa B,HA_BA1507_455115,21,72,Jan 2016 IPD,57.10206925,52.8082546783989,50.6029963382756,46.7978823398199,17,80.9523809523809,80-99%,126,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,SSA,Dirya,SSA_BA1507_87352,1,72,Jan 2016 IPD,16.57500035,14.7856780439615,16.57500035,14.7856780439615,1,100,100%,15,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,SSA,Gwallaga,SSA_BA1507_87373,1,72,Jan 2016 IPD,24.69886294,22.1585600674152,24.69886294,22.1585600674152,1,100,100%,109,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,SSA,Jakin,SSA_BA1507_87378,1,72,Jan 2016 IPD,18.13336581,16.2718619704247,18.13336581,16.2718619704247,1,100,100%,61,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,SSA,Katsinawa,SSA_BA1507_93831,1,72,Jan 2016 IPD,47.78969884,42.4072367697954,47.78969884,42.4072367697954,1,100,100%,30,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,SSA,Kwalangwadi Unguwar Arewa,SSA_BA1507_94569,1,72,Jan 2016 IPD,57.04779302,46.88435536623,57.04779302,46.88435536623,1,100,100%,136,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,SSA,Kwalangwadi Unguwar Sarki,SSA_BA1507_94535,1,72,Jan 2016 IPD,28.35548682,25.0008613616228,28.35548682,25.0008613616228,1,100,100%,62,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,SSA,Natsalle,SSA_BA1507_94543,1,72,Jan 2016 IPD,32.58188018,28.9195025265218,32.58188018,28.9195025265218,1,100,100%,45,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,SSA,Natsalle Kafin Liman,SSA_BA1507_82648,1,72,Jan 2016 IPD,14.48012151,12.4710722528398,14.48012151,12.4710722528398,1,100,100%,109,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,SSA,Sabon Garin Rakajuwa,SSA_BA1507_83468,1,72,Jan 2016 IPD,30.5301796,30.2083539515733,30.5301796,30.2083539515733,1,100,100%,29,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,SSA,Unguwar Sule Boga,SSA_BA1507_83488,1,72,Jan 2016 IPD,23.5663974,20.7615884318948,23.5663974,20.7615884318948,1,100,100%,41,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Guda,BA1507,SSA,Wushi Hamani,SSA_BA1507_83110,1,72,Jan 2016 IPD,40.79820271,40.4128435254096,40.79820271,40.4128435254096,1,100,100%,159,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,BUA,Nasaru A,BUA_BA1503_92749,178,72,Jan 2016 IPD,2038.26593068,1930.99207764119,1916.28587824,1795.49118041992,164,92.1348314606742,80-99%,1390,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,BUA,Zazika,BUA_BA1503_92772,58,72,Jan 2016 IPD,523.02121825,511.771265298128,323.70172041,295.527269512415,30,51.7241379310345,40-59%,390,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Badejo Katsinawa,HA_BA1503_454828,25,72,Jan 2016 IPD,110.02929959,107.913395097406,63.8648391666022,62.6366944759161,9,36,20-39%,170,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Bakaci,HA_BA1503_454833,3,72,Jan 2016 IPD,5.52540931,5.3921294445172,4.40285166258572,4.29664930826092,2,66.6666666666667,60-79%,31,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Barbel,HA_BA1503_454830,7,72,Jan 2016 IPD,74.57952735,67.3805645645801,47.2592765723267,42.697464699835,6,85.7142857142857,80-99%,82,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Dankomi Masallaci Alhaji Ya'u,HA_BA1503_454815,4,72,Jan 2016 IPD,29.12123779,28.122606537625,21.9068127436657,21.1555799834544,2,50,40-59%,17,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,HA_1,HA_BA1503_486754,2,72,Jan 2016 IPD,6.36926114,15.235913668319,0,0,1,50,40-59%,4,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,HA_17,HA_BA1503_454829,4,72,Jan 2016 IPD,24.01110822,23.0296951815108,16.404232362003,15.7337373819726,2,50,40-59%,15,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,HA_2,HA_BA1503_486755,15,72,Jan 2016 IPD,0.03445572,73.5112597926127,0.0246807021058045,52.6562644566383,8,53.3333333333333,40-59%,42,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Hardo Gagare,HA_BA1503_470678,34,72,Jan 2016 IPD,157.5081672,153.699553306039,97.3825489092886,95.0277978167039,20,58.8235294117647,40-59%,210,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Hardo Mamman Kofar Fulani,HA_BA1503_470681,67,72,Jan 2016 IPD,370.16988656,359.411663722577,220.418039774496,214.012044918138,35,52.2388059701493,40-59%,374,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Hardo Musa,HA_BA1503_454826,14,72,Jan 2016 IPD,81.98157713,79.5124671573139,69.5444795577222,67.4499483955692,10,71.4285714285714,60-79%,61,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Hardo Tukur,HA_BA1503_488395,4,72,Jan 2016 IPD,27.19895515,26.8686383109635,20.9366703190337,20.6824055974077,2,50,40-59%,3,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Hardo Tukur Baushe Ali,HA_BA1503_454814,2,72,Jan 2016 IPD,20.94389344,20.4664127239375,20.94389344,20.4664127239375,2,100,100%,74,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Hardo Tukur Illiyasu,HA_BA1503_454813,11,72,Jan 2016 IPD,44.97258779,44.3324358601476,44.97258779,44.3324358601476,11,100,100%,38,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Hirnare,HA_BA1503_454817,3,72,Jan 2016 IPD,17.92441098,17.3645322318189,17.92441098,17.3645322318189,3,100,100%,21,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Hirnare Gidan Mai Unguwa,HA_BA1503_454816,2,72,Jan 2016 IPD,14.97696572,14.4625715005823,14.97696572,14.4625715005823,2,100,100%,30,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Kankare,HA_BA1503_486753,15,72,Jan 2016 IPD,33.07206707,50.7213049723897,20.0199365341061,30.703775011251,10,66.6666666666667,60-79%,25,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Kankare Gidan Mohammadu Kabo,HA_BA1503_454823,3,72,Jan 2016 IPD,11.43939023,11.1237558219,11.43939023,11.1237558219,2,66.6666666666667,60-79%,4,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Kawo,HA_BA1503_454822,17,72,Jan 2016 IPD,78.94896428,78.3206591015203,43.9381233448142,43.5884474411213,9,52.9411764705882,40-59%,64,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Safari,HA_BA1503_427965,14,72,Jan 2016 IPD,13.05865937,14.0360049492447,12.8894796811552,13.8541633924159,7,50,40-59%,46,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Shoke,HA_BA1503_488396,36,72,Jan 2016 IPD,209.93332763,228.962864052876,68.9746783620164,75.2269307745514,16,44.4444444444444,40-59%,274,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Unguwan Kudu,HA_BA1503_498357,4,72,Jan 2016 IPD,92.27338704,93.7391066713876,85.2002538393824,86.5536200553365,3,75,60-79%,61,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Unguwan Na'Adda Gari,HA_BA1503_496675,113,72,Jan 2016 IPD,824.5623607,811.870840013296,561.760566787409,553.114045682196,67,59.2920353982301,40-59%,700,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Unguwar Ganji,HA_BA1503_454832,19,72,Jan 2016 IPD,101.21268854,102.49626071764,63.9330213936238,64.7438154618093,13,68.4210526315789,60-79%,70,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Warawa Gidan Audu Tapai,HA_BA1503_454820,5,72,Jan 2016 IPD,15.61734133,15.3153589002031,15.61734133,15.3153589002031,5,100,100%,48,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Warawa Gidan Buba,HA_BA1503_454821,4,72,Jan 2016 IPD,11.98469313,12.0209119817591,11.6959314093278,11.7312775964437,2,50,40-59%,10,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,HA,Warawa Gidan Sale,HA_BA1503_454818,4,72,Jan 2016 IPD,85.75388577,81.8287223754451,64.8706158397827,61.901330373705,2,50,40-59%,64,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,SSA,Balunkude,SSA_BA1503_83250,1,72,Jan 2016 IPD,19.13678374,18.0982788354158,19.13678374,18.0982788354158,1,100,100%,45,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,SSA,Dankomi A,SSA_BA1503_82797,1,72,Jan 2016 IPD,62.35463416,58.4554370343685,62.35463416,58.4554370343685,1,100,100%,48,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,SSA,Digawa,SSA_BA1503_82838,1,72,Jan 2016 IPD,59.56925326,56.1042884290218,59.56925326,56.1042884290218,1,100,100%,23,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,SSA,Sharaf,SSA_BA1503_94537,1,72,Jan 2016 IPD,53.15754357,49.7393478751183,53.15754357,49.7393478751183,1,100,100%,92,Yes
Bauchi,BA,NEZ,Ningi,5015,NIE BAS NNG,Nasaru A,BA1503,SSA,Unguwar Gabas,SSA_BA1503_94551,1,72,Jan 2016 IPD,26.9398,25.3444236814977,26.9398,25.3444236814977,1,100,100%,61,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,BUA,Government College Staff Quaters,BUA_BA1803_93571,49,72,Jan 2016 IPD,67.80140224,61.2324249199592,46.85856876,40.585384153761,28,57.1428571428571,40-59%,87,Yes
Bauchi,BA,NEZ,Toro,5018,NIE BAS TRR,Ribina East,BA1803,BUA,Hijira,BUA_BA1803_103405,62,72,Jan 2016 IPD,334.38656178,275.528648428618,38.36180691,32.6640597879887,10,16.1290322580645,0-19%,32,Yes
