statename,statecode,geozone,lganame,lgacode,lgaamapcode,wardname,wardcode,settlementtype,settlementname,settlementobjectid,totalfeatures,campaign_id,campaignlabel,settlement_adjusted_pop,settlement_non_adjusted_pop,Population of visited denominators (adjusted),Population of visited denominators (unadjusted),Visited Denominators,E-Tally Coverage %,E-Tally Coverage % Rounded,E-Tally population,In E-Tally Targetted Ward
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Asheikri,70603,SSA,Lawan Kawuri,SSA_70603_94041,1,72,Jan 2016 IPD,125.47341961,91.4682077765465,125.47341961,91.4682077765465,1,100,100%,97,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Asheikri,70603,SSA,Yalemari Gana,SSA_70603_85139,1,72,Jan 2016 IPD,69.30614474,47.7733984291554,69.30614474,47.7733984291554,1,100,100%,30,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Asheikri,70603,SSA,Yalemari Gana,SSA_70603_95151,1,72,Jan 2016 IPD,86.46743728,68.699559211731,86.46743728,68.699559211731,1,100,100%,98,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,BUA,Gumsa,BUA_70608_17104,96,72,Jan 2016 IPD,1523.05805504,778.810170695186,1394.63045721,706.197307169437,85,88.5416666666667,80-99%,827,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,HA,Ardori,HA_70608_488032,2,72,Jan 2016 IPD,45.71105476,23.8381414568339,45.71105476,23.8381414568339,2,100,100%,62,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,HA,Bula Kuwa,HA_70608_386780,2,72,Jan 2016 IPD,108.43062028,56.2525464920036,108.43062028,56.2525464920036,2,100,100%,95,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,HA,Bulama Kawuwa,HA_70608_488034,2,72,Jan 2016 IPD,0,0,,,1,50,40-59%,66,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,HA,Bulama Koloye,HA_70608_386772,3,72,Jan 2016 IPD,27.43569278,13.9350644859878,27.43569278,13.9350644859878,3,100,100%,13,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,HA,HA_46,HA_70608_386745,2,72,Jan 2016 IPD,91.23287475,43.4739711829461,72.8163179963629,34.6981778103196,1,50,40-59%,10,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,HA,HA_70,HA_70608_386775,2,72,Jan 2016 IPD,0,0,,,2,100,100%,7,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,HA,Mallam Sanda,HA_70608_497577,2,72,Jan 2016 IPD,158.65360837,71.4493047457945,158.65360837,71.4493047457945,2,100,100%,32,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,SSA,Alhajiri,SSA_70608_88078,1,72,Jan 2016 IPD,151.06798444,77.0165179371834,151.06798444,77.0165179371834,1,100,100%,105,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,SSA,Ali Kurmari,SSA_70608_84941,1,72,Jan 2016 IPD,51.81712527,26.6562713235617,51.81712527,26.6562713235617,1,100,100%,70,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,SSA,Bujiri,SSA_70608_92725,1,72,Jan 2016 IPD,55.81425398,30.8789370805025,55.81425398,30.8789370805025,1,100,100%,99,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,SSA,Bula Maina,SSA_70608_95135,1,72,Jan 2016 IPD,63.98106963,32.70400801301,63.98106963,32.70400801301,1,100,100%,70,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,SSA,Bulama Bukarti,SSA_70608_95143,1,72,Jan 2016 IPD,73.52583052,37.354348808527,73.52583052,37.354348808527,1,100,100%,102,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,SSA,Gamjeri,SSA_70608_84945,1,72,Jan 2016 IPD,92.25162156,47.2101722061634,92.25162156,47.2101722061634,1,100,100%,105,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,SSA,Gamjeri Bulama Kyari,SSA_70608_84942,1,72,Jan 2016 IPD,44.24586151,20.5306901931763,44.24586151,20.5306901931763,1,100,100%,42,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,SSA,Gasauri,SSA_70608_54576,1,72,Jan 2016 IPD,92.67614214,51.5709364116192,92.67614214,51.5709364116192,1,100,100%,93,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,SSA,Goniri,SSA_70608_84967,1,72,Jan 2016 IPD,68.47659513,44.7587357759476,68.47659513,44.7587357759476,1,100,100%,89,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,SSA,Gumzuguni,SSA_70608_94030,1,72,Jan 2016 IPD,123.47340661,62.8708058595657,123.47340661,62.8708058595657,1,100,100%,90,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,SSA,Kachallari,SSA_70608_88907,1,72,Jan 2016 IPD,73.28454515,37.5390504151582,73.28454515,37.5390504151582,1,100,100%,46,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,SSA,Karabiri,SSA_70608_84937,1,72,Jan 2016 IPD,53.94953767,19.7208316922188,53.94953767,19.7208316922188,1,100,100%,120,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,SSA,Katandi,SSA_70608_54507,1,72,Jan 2016 IPD,78.51585875,37.3693701326847,78.51585875,37.3693701326847,1,100,100%,131,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,SSA,Kesawa Bulamari,SSA_70608_94067,1,72,Jan 2016 IPD,62.39482849,31.8326407670975,62.39482849,31.8326407670975,1,100,100%,175,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,SSA,Madikadawa,SSA_70608_88906,1,72,Jan 2016 IPD,148.90952515,75.8061883449554,148.90952515,75.8061883449554,1,100,100%,80,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,SSA,Mallari,SSA_70608_94063,1,72,Jan 2016 IPD,61.6031089,35.6410021334886,61.6031089,35.6410021334886,1,100,100%,78,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,SSA,Matti,SSA_70608_54520,1,72,Jan 2016 IPD,92.75047462,51.0627041757106,92.75047462,51.0627041757106,1,100,100%,103,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,SSA,Njidiari,SSA_70608_84948,1,72,Jan 2016 IPD,41.47052317,21.3061503395438,41.47052317,21.3061503395438,1,100,100%,48,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,SSA,Sulumbuduri,SSA_70608_84936,1,72,Jan 2016 IPD,74.68120957,41.7210788428783,74.68120957,41.7210788428783,1,100,100%,100,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Gumsa,70608,SSA,Talum,SSA_70608_54504,1,72,Jan 2016 IPD,75.83493387,43.8873241245747,75.83493387,43.8873241245747,1,100,100%,88,Yes
Yobe,YO,NEZ,Geidam,706,NIE YBS GDM,Kolori,70609,BUA,Asheikri 2,BUA_70609_103719,356,72,Jan 2016 IPD,9606.73419744,8208.89023667574,2593.15070894,2196.57214963436,79,22.1910112359551,20-39%,2236,No
Yobe,YO,NEZ,Nguru,713,NIE YBS NGU,Bulabulin,71302,BUA,Bulabulin,BUA_71302_103757,320,72,Jan 2016 IPD,4179.76623389,4090.74357025884,3996.23464077,3950.40679264814,286,89.375,80-99%,2514,Yes
Yobe,YO,NEZ,Nguru,713,NIE YBS NGU,Dumsai,71309,HA,Bisari Fulani,HA_71309_498236,5,72,Jan 2016 IPD,0,0,,,4,80,80-99%,36,Yes
Yobe,YO,NEZ,Nguru,713,NIE YBS NGU,Dumsai,71309,HA,Kachallari Fulani,HA_71309_498237,2,72,Jan 2016 IPD,0,0,,,1,50,40-59%,12,Yes
Yobe,YO,NEZ,Nguru,713,NIE YBS NGU,Dumsai,71309,HA,Rigar Kulle,HA_71309_464512,4,72,Jan 2016 IPD,98.50818954,69.0574786306825,98.50818954,69.0574786306825,4,100,100%,57,Yes
Yobe,YO,NEZ,Nguru,713,NIE YBS NGU,Dumsai,71309,HA,Rugar Ngajamma,HA_71309_498235,25,72,Jan 2016 IPD,0,0,,,20,80,80-99%,83,Yes
Yobe,YO,NEZ,Nguru,713,NIE YBS NGU,Dumsai,71309,SSA,Bisari,SSA_71309_87868,1,72,Jan 2016 IPD,117.62968055,73.0352732539176,117.62968055,73.0352732539176,1,100,100%,76,Yes
Yobe,YO,NEZ,Nguru,713,NIE YBS NGU,Dumsai,71309,SSA,Dogon Kuka,SSA_71309_96706,1,72,Jan 2016 IPD,0,0,0,0,1,100,100%,32,Yes
Yobe,YO,NEZ,Nguru,713,NIE YBS NGU,Dumsai,71309,SSA,Dumsai,SSA_71309_96691,1,72,Jan 2016 IPD,150.65969733,103.899859130383,150.65969733,103.899859130383,1,100,100%,51,Yes
Yobe,YO,NEZ,Nguru,713,NIE YBS NGU,Dumsai,71309,SSA,Garin Mallam,SSA_71309_87870,1,72,Jan 2016 IPD,104.28214165,71.7893863916397,104.28214165,71.7893863916397,1,100,100%,16,Yes
Yobe,YO,NEZ,Nguru,713,NIE YBS NGU,Dumsai,71309,SSA,Kachallari,SSA_71309_87957,1,72,Jan 2016 IPD,107.25748364,73.7991070151329,107.25748364,73.7991070151329,1,100,100%,48,Yes
Yobe,YO,NEZ,Nguru,713,NIE YBS NGU,Dumsai,71309,SSA,Yakubari 1,SSA_71309_90749,1,72,Jan 2016 IPD,83.39542586,64.8873407244682,83.39542586,64.8873407244682,1,100,100%,91,Yes
Yobe,YO,NEZ,Nguru,713,NIE YBS NGU,Dumsai,71309,SSA,Yakubari 2,SSA_71309_90011,1,72,Jan 2016 IPD,53.27118503,36.7004434019327,53.27118503,36.7004434019327,1,100,100%,47,Yes
Yobe,YO,NEZ,Nguru,713,NIE YBS NGU,Dumsai,71309,SSA,Yamdugo,SSA_71309_87871,1,72,Jan 2016 IPD,100.97063385,69.8275817036628,100.97063385,69.8275817036628,1,100,100%,185,Yes
Yobe,YO,NEZ,Nguru,713,NIE YBS NGU,Hausari,71303,BUA,Hausari,BUA_71303_103782,646,72,Jan 2016 IPD,6775.89335899,7218.17272331118,25.52185186,26.6160992980003,2,0.309597523219814,0-19%,2,No
Yobe,YO,NEZ,Nguru,713,NIE YBS NGU,Kanuri,71304,BUA,Kanuri,BUA_71304_103763,421,72,Jan 2016 IPD,4942.06455086,5260.41442378983,8.24486711,9.08286321163178,1,0.237529691211401,0-19%,1,No
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,BUA,Toshia,BUA_71602_17298,82,72,Jan 2016 IPD,1083.09237624,592.320027276874,953.14130428,513.40282420814,70,85.3658536585366,80-99%,863,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,HA,Adamdi Fula,HA_71602_392423,10,72,Jan 2016 IPD,117.16395109,64.8628111369889,116.22045180237,64.3404831040738,7,70,60-79%,70,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,HA,Garin Mala Goni,HA_71602_491418,3,72,Jan 2016 IPD,0,0,,,2,66.6666666666667,60-79%,24,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,HA,HA_71,HA_71602_392463,3,72,Jan 2016 IPD,0,0,,,3,100,100%,29,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,HA,HA_8,HA_71602_464587,13,72,Jan 2016 IPD,0,0,,,1,7.69230769230769,0-19%,1,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,HA,Lallaciya,HA_71602_392451,2,72,Jan 2016 IPD,93.2369761,51.0780602117011,93.2369761,51.0780602117011,2,100,100%,23,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,HA,Murkadi,HA_71602_491416,3,72,Jan 2016 IPD,16.2299827,9.51716182239761,16.2299827,9.51716182239761,3,100,100%,234,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,HA,Ngureho,HA_71602_464588,7,72,Jan 2016 IPD,0,0,,,2,28.5714285714286,20-39%,6,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,HA,Sulaimanti Fulatari,HA_71602_498239,2,72,Jan 2016 IPD,0,0,,,2,100,100%,23,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Abbakimeri,SSA_71602_99789,1,72,Jan 2016 IPD,71.05902564,38.3276979625225,71.05902564,38.3276979625225,1,100,100%,99,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Abbakimeri Laiba,SSA_71602_99788,1,72,Jan 2016 IPD,76.28395074,49.143985748291,76.28395074,49.143985748291,1,100,100%,114,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Dagillam,SSA_71602_85154,1,72,Jan 2016 IPD,66.66981184,36.1714556962252,66.66981184,36.1714556962252,1,100,100%,17,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Dara Banari,SSA_71602_95859,1,72,Jan 2016 IPD,102.85049343,62.2847515046596,102.85049343,62.2847515046596,1,100,100%,75,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Dara Kura,SSA_71602_55329,1,72,Jan 2016 IPD,68.53109903,41.9682727158069,68.53109903,41.9682727158069,1,100,100%,42,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Fayakafiya Kura,SSA_71602_96596,1,72,Jan 2016 IPD,35.92437288,23.5005972385406,35.92437288,23.5005972385406,1,100,100%,60,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Julkucha,SSA_71602_99790,1,72,Jan 2016 IPD,106.73941887,60.4876540452242,106.73941887,60.4876540452242,1,100,100%,63,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Julluri,SSA_71602_54599,1,72,Jan 2016 IPD,94.94752938,59.2787151038647,94.94752938,59.2787151038647,1,100,100%,87,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Kayugamda,SSA_71602_85165,1,72,Jan 2016 IPD,97.70901156,48.4946445822716,97.70901156,48.4946445822716,1,100,100%,23,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Ks,SSA_71602_85121,1,72,Jan 2016 IPD,46.18630487,25.0113189369441,46.18630487,25.0113189369441,1,100,100%,46,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Kulbu Kime,SSA_71602_55654,1,72,Jan 2016 IPD,148.3661436,79.9091126322746,148.3661436,79.9091126322746,1,100,100%,85,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Mammaduram,SSA_71602_55324,1,72,Jan 2016 IPD,81.73572306,41.8102748692035,81.73572306,41.8102748692035,1,100,100%,33,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Ngalbuwa,SSA_71602_99792,1,72,Jan 2016 IPD,22.31560197,12.5119802430272,22.31560197,12.5119802430272,1,100,100%,48,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Saleri,SSA_71602_54440,1,72,Jan 2016 IPD,84.46814761,45.5712961256504,84.46814761,45.5712961256504,1,100,100%,57,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Salihudi Kura,SSA_71602_55456,1,72,Jan 2016 IPD,112.07182951,60.4463292360305,112.07182951,60.4463292360305,1,100,100%,32,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Salihuri Gana,SSA_71602_55325,1,72,Jan 2016 IPD,49.94438474,26.8949793130159,49.94438474,26.8949793130159,1,100,100%,15,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Sulaimanti,SSA_71602_54617,1,72,Jan 2016 IPD,96.13265176,51.0269325375557,96.13265176,51.0269325375557,1,100,100%,77,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Sulumma Kadairi,SSA_71602_96752,1,72,Jan 2016 IPD,112.3273465,52.1093649864197,112.3273465,52.1093649864197,1,100,100%,93,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Sulumma Madori,SSA_71602_96774,1,72,Jan 2016 IPD,75.27675738,40.6683734953403,75.27675738,40.6683734953403,1,100,100%,70,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Sulumma Maduri,SSA_71602_99787,1,72,Jan 2016 IPD,48.57316823,26.6040619462729,48.57316823,26.6040619462729,1,100,100%,139,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Usumanti,SSA_71602_99791,1,72,Jan 2016 IPD,78.85572779,48.9475868046284,78.85572779,48.9475868046284,1,100,100%,47,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Waganga Bamaina,SSA_71602_87878,1,72,Jan 2016 IPD,134.85544405,74.2782893776893,134.85544405,74.2782893776893,1,100,100%,45,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Waganga Doya,SSA_71602_55327,1,72,Jan 2016 IPD,57.97650235,22.8406637012958,57.97650235,22.8406637012958,1,100,100%,38,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Waganga Usumanti,SSA_71602_55426,1,72,Jan 2016 IPD,97.96216242,52.9327729046344,97.96216242,52.9327729046344,1,100,100%,18,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Toshia,71602,SSA,Yadiya,SSA_71602_85159,1,72,Jan 2016 IPD,85.43346017,46.2738854587079,85.43346017,46.2738854587079,1,100,100%,29,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,BUA,Dalari,BUA_71608_17026,33,72,Jan 2016 IPD,479.41313277,385.394602000713,449.17636655,339.579795956612,31,93.9393939393939,80-99%,167,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,BUA,Gremadi,BUA_71608_16957,59,72,Jan 2016 IPD,899.70815302,676.048908859491,690.45258004,514.880488276482,43,72.8813559322034,60-79%,303,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,BUA,Yunusari,BUA_71608_16967,353,72,Jan 2016 IPD,5371.50102411,4072.0403912887,4893.89825985,3701.60731816292,315,89.2351274787535,80-99%,3565,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,HA,Kule Ngirabo,HA_71608_392777,4,72,Jan 2016 IPD,80.74974254,62.5029879458017,70.745008175612,54.7589906065094,3,75,60-79%,45,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,HA,Malam Kadairi,HA_71608_392782,2,72,Jan 2016 IPD,97.52567741,74.2961614850356,97.52567741,74.2961614850356,2,100,100%,25,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Alhaji Kaigamari,SSA_71608_54442,1,72,Jan 2016 IPD,88.66641804,62.3028202056885,88.66641804,62.3028202056885,1,100,100%,71,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Ali Butari,SSA_71608_54398,1,72,Jan 2016 IPD,72.44808151,59.6742755770683,72.44808151,59.6742755770683,1,100,100%,33,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Anagibdaram,SSA_71608_95131,1,72,Jan 2016 IPD,64.32680712,49.6601295173168,64.32680712,49.6601295173168,1,100,100%,16,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Baja,SSA_71608_96747,1,72,Jan 2016 IPD,100.50058405,75.9560070037842,100.50058405,75.9560070037842,1,100,100%,98,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Bita Gana,SSA_71608_87964,1,72,Jan 2016 IPD,88.38297374,83.4542360901833,88.38297374,83.4542360901833,1,100,100%,94,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Bula Auduye,SSA_71608_54390,1,72,Jan 2016 IPD,23.49734211,20.3584907203913,23.49734211,20.3584907203913,1,100,100%,23,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Bula Budu,SSA_71608_94924,1,72,Jan 2016 IPD,93.77486429,70.538624048233,93.77486429,70.538624048233,1,100,100%,55,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Bula Bukar,SSA_71608_54395,1,72,Jan 2016 IPD,48.29739967,36.7429795861245,48.29739967,36.7429795861245,1,100,100%,75,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Bula Kambar,SSA_71608_87995,1,72,Jan 2016 IPD,94.16461667,79.5359179079533,94.16461667,79.5359179079533,1,100,100%,42,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Bula Kangu,SSA_71608_54396,1,72,Jan 2016 IPD,33.71454561,25.6343989372253,33.71454561,25.6343989372253,1,100,100%,44,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Bula Mella B,SSA_71608_96762,1,72,Jan 2016 IPD,114.732352,76.5189659595489,114.732352,76.5189659595489,1,100,100%,57,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Bula Modu,SSA_71608_54594,1,72,Jan 2016 IPD,79.01894506,66.8333176970482,79.01894506,66.8333176970482,1,100,100%,57,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Garin Gawo,SSA_71608_96629,1,72,Jan 2016 IPD,,,,,1,100,100%,12,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Karauwa,SSA_71608_54402,1,72,Jan 2016 IPD,94.70136758,63.6826344132424,94.70136758,63.6826344132424,1,100,100%,22,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Karumiram,SSA_71608_54399,1,72,Jan 2016 IPD,42.8426257,33.159580335021,42.8426257,33.159580335021,1,100,100%,39,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Kasuluwa Kyariye,SSA_71608_54392,1,72,Jan 2016 IPD,35.01791292,26.3405438959599,35.01791292,26.3405438959599,1,100,100%,25,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Kasuluwa Moduye,SSA_71608_54391,1,72,Jan 2016 IPD,24.97386959,18.931308567524,24.97386959,18.931308567524,1,100,100%,48,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Kasuluwa Moduye,SSA_71608_88038,1,72,Jan 2016 IPD,68.99263382,57.5607234239578,68.99263382,57.5607234239578,1,100,100%,67,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Kiri Kasumba,SSA_71608_54443,1,72,Jan 2016 IPD,83.06963918,57.3408654630184,83.06963918,57.3408654630184,1,100,100%,37,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Koremaram,SSA_71608_96750,1,72,Jan 2016 IPD,88.45140398,60.0513222813607,88.45140398,60.0513222813607,1,100,100%,43,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Kumoram,SSA_71608_96620,1,72,Jan 2016 IPD,117.30610487,79.9679666757584,117.30610487,79.9679666757584,1,100,100%,48,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Maine Kilbu,SSA_71608_96788,1,72,Jan 2016 IPD,129.78767743,98.1036115884781,129.78767743,98.1036115884781,1,100,100%,65,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Ngirabo,SSA_71608_54401,1,72,Jan 2016 IPD,65.99895461,46.9019734561444,65.99895461,46.9019734561444,1,100,100%,27,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,SSA_1,SSA_71608_96756,1,72,Jan 2016 IPD,119.06539259,90.0307221412659,119.06539259,90.0307221412659,1,100,100%,93,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,SSA_12,SSA_71608_54593,1,72,Jan 2016 IPD,88.53701857,72.4907234609128,88.53701857,72.4907234609128,1,100,100%,30,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,SSA_8,SSA_71608_54400,1,72,Jan 2016 IPD,61.29728554,43.7683581709862,61.29728554,43.7683581709862,1,100,100%,30,Yes
Yobe,YO,NEZ,Yunusari,716,NIE YBS YUN,Yunusari,71608,SSA,Zigindimi,SSA_71608_90747,1,72,Jan 2016 IPD,106.77824078,80.6961880922318,106.77824078,80.6961880922318,1,100,100%,30,Yes
Zamfara,ZA,NWZ,Bungudu,805,NIE ZAS BUG,Bela Rawaiya,80501,HA,Gidan Alhaji Bala,HA_80501_497691,5,65,Dec 2015 IPD,205.05069131,158.167696325967,157.891095711786,121.790717795537,4,80,80-99%,172,No
Zamfara,ZA,NWZ,Bungudu,805,NIE ZAS BUG,Bingi North,80502,HA,HA_13,HA_80502_464893,2,65,Dec 2015 IPD,30.2315418,22.0438212966546,30.2315418,22.0438212966546,2,100,100%,21,No
Zamfara,ZA,NWZ,Bungudu,805,NIE ZAS BUG,Bingi North,80502,SSA,Gidan Janwuru Ada,SSA_80502_56312,1,65,Dec 2015 IPD,36.12976583,29.388934712857,36.12976583,29.388934712857,1,100,100%,50,No
Zamfara,ZA,NWZ,Gusau,807,NIE ZAS GUS,Galadima,80701,BUA,Unguwar Dallatu,BUA_80701_40087,281,65,Dec 2015 IPD,2106.90256144,2174.02038162388,7.20792456,7.50097620487213,2,0.711743772241993,0-19%,53,No
Zamfara,ZA,NWZ,Gusau,807,NIE ZAS GUS,Galadima,80701,BUA,Unguwar Sani Abacha,BUA_80701_40077,130,65,Dec 2015 IPD,1721.03917431,1602.97559517622,175.45714036,173.121164500713,12,9.23076923076923,0-19%,54,No
Zamfara,ZA,NWZ,Gusau,807,NIE ZAS GUS,Galadima,80701,BUA,Unguwar Sarki,BUA_80701_40080,215,65,Dec 2015 IPD,1800.50051826,1710.58200714551,63.19115711,62.5379411876202,6,2.7906976744186,0-19%,12,No
